Feature	N	A	V	AV
mfcc0	1.1484964848852734	0.8534796820389166	9.730428195452056	1.5829194740029902
mfcc1	0.30363463136976426	1.6752341671912239	2.2348981390007108	0.6447598454167328
mfcc2	0.7297175425385676	5.722819542527258	7.61911035172053	2.8391441828046027
mfcc3	0.03811541645994697	11.53155541332906	1.8214599605460382	2.2804195239831873
mfcc4	1.1863729185819352	4.363952247299558	5.084760072698465	8.110695708020852
mfcc5	0.28064178487485764	2.488189343727332	2.0948167470773513	0.7111023881908258
mfcc6	0.5469767631515582	4.579986757430358	5.922755692884925	2.5169056229588835
mfcc7	0.6990252644440375	1.0484541628620638	2.821203719927857	5.430436419191028
mfcc8	0.0710294196281162	4.552707755833941	2.500838804670408	3.2105131191958716
mfcc9	0.16657275589381165	2.359379303081719	0.31636277854187994	2.9684514204921233
mfcc10	0.4969079360671322	2.1928607513670326	1.3379006909615148	4.986589982525683
mfcc11	0.1606072810912356	0.2800279615879481	0.34572013983455574	1.978673838024523
mfcc12	0.1550288710198715	2.645860121103756	1.8354589925221272	0.7889171210583624
mfcc'0	0.010786409121307955	0.6987126179331077	0.8625285265401309	1.4969347360793535
mfcc'1	0.03079254851834644	0.7528399929432098	0.36094059882258833	0.10648482955522502
mfcc'2	0.13107766694830045	2.13166600729902	0.5249579973835389	2.862224935300167
mfcc'3	0.06579201103749471	3.0558490215652414	1.0335003611513052	2.676487871735717
mfcc'4	0.04101495459424551	0.3289992089257648	0.5318048175249896	0.37503223421431253
mfcc'5	0.09755725509078375	0.6372197087110312	0.08705084117549595	1.3079533149034162
mfcc'6	0.04172774906629924	1.7143553139861107	0.2670210694682235	0.1920091259775489
mfcc'7	0.12482754841074287	1.1796931991272361	0.06702529665671983	1.6981278590658906
mfcc'8	0.22183488713523591	2.440812931604544	0.27125162176911605	3.7705562961346177
mfcc'9	0.03544422782028098	0.16155991021444682	0.47165578708694317	0.43299202834385697
mfcc'10	0.09030022319297297	1.196163063469681	0.4561226189590367	0.31066637483800724
mfcc'11	0.21217886308189207	1.3255638350538754	0.45922658388588755	2.2909023617675373
mfcc'12	0.09672860409435535	1.0087125782519177	0.6533854201210951	0.038862635756088726
mfcc''0	0.3124878977829575	2.219875560151414	1.043522033598787	2.5549493880429472
mfcc''1	0.015266151382775584	0.6207330650803575	0.303087657422091	0.7700938308407302
mfcc''2	0.24548930007662859	0.3586519211037556	1.3346746191355017	1.1888512322424631
mfcc''3	0.11093984524213428	0.5441242151972335	0.47124447628514493	0.7418160339237123
mfcc''4	0.2346529165796002	0.4321076088527697	1.4844732674791583	0.6826370431190253
mfcc''5	0.18279872960649768	0.683604723171465	1.0608923170763984	0.9231116352231538
mfcc''6	0.02404674409562731	1.3161682977215305	0.5810215273088893	0.5729609894023466
mfcc''7	0.2371897543251492	1.5011769340573893	0.47241887074335337	2.6430332606103004
mfcc''8	0.12799553388263943	1.2662721389429965	0.6900001183019298	0.4298125353170757
mfcc''9	0.015505548772923846	2.992199783221319	0.6011285208791172	0.44173382648340925
mfcc''10	0.12418080671762569	0.7257946775251386	0.9058666572351565	0.01623849521875522
mfcc''11	0.13415581822952807	0.8824807118972963	0.3046246645166997	1.4102979759746284
mfcc''12	0.1089797007888733	1.9564684417005251	0.158821751318223	1.763860272020086
ZCR	0.08517239183065936	0.7993003575251907	0.3615128639606499	0.4985580892522958
Spectral contrats	0.8475989681948336	4.571083979201447	11.533202143653275	9.305180766958955
moyenne gris	131.62580697662307	2555.025400549695	255.49930210222982	2227.710216287752
variance gris	14.197095438951129	90.76716287060891	7.897661930010478	200.69750203849458
moyenne bleu	12.052115467045162	242.66115885860444	19.316093263299212	193.80400819028912
variance bleu	17.943265835123533	365.9022744994757	51.17677156840121	334.60857528222584
moyenne vert	41.09009581776955	775.7667970851388	74.54302458877225	688.6047642724743
variance vert	6.198214581375596	59.247868675690015	1.9081435629298271	95.15674080088957
moyenne rouge	41.08665932743463	838.6270751062132	95.07416668602922	719.7488388191285
variance rouge	2.043843335759098	12.400657991031448	0.9937018470283531	29.317728424491044
moyenne saturation	41.09009581776761	775.766797085094	74.54302458876673	688.6047642724393
variance saturation	6.198214581373992	59.24786867566272	1.908143562927137	95.1567408008626
moyenne luminosité	41.0866593274369	838.6270751062468	95.07416668603192	719.7488388191653
variance luminosité	2.043843335761063	12.400657991069263	0.9937018470248932	29.317728424523615
moyenne teinte	15.130636716211308	262.87512405406903	26.835427575766207	256.55309654410854
variance teinte	3.7125878284880898	96.90742300507029	14.436239934805494	73.31343472010163
Dynamisme	0.13932158985695145	2.340446774599307	1.388823152414439	4.767820937770045
Histogramme bleu 0	0.6202887035575415	6.3430474470558895	2.3464967517862507	6.51110743096994
Histogramme bleu 1	4.656368418465833	15.187585208022975	2.0551792129427913	69.67937520108279
Histogramme bleu 2	4.410990523077523	22.132169335376563	3.680079131627912	60.92639619854994
Histogramme bleu 3	4.622422616706591	13.65250713051458	0.1026990456229955	79.04484438940318
Histogramme bleu 4	12.068747826364492	97.76118323852384	1.0383138222068877	178.63014771254484
Histogramme bleu 5	4.400583410684257	28.251603417128944	1.3352354223206573	70.10809980106227
Histogramme bleu 6	2.6816896777947066	29.138510601260872	1.074154123451371	41.03341914185246
Histogramme bleu 7	3.458658189156104	21.75258651495331	8.79478271494083	34.575173840114566
Histogramme bleu 8	9.718448969482417	187.2646460820102	49.87711245565389	229.67249106010763
Histogramme bleu 9	10.48900320700542	136.3510660141023	26.993768021106945	142.1161759990406
Histogramme bleu 10	0.36564094226520555	11.572126703795004	0.15795525523383633	4.194020606060168
Histogramme bleu 11	0.9084411844296864	5.920851028545046	3.857866851024272	5.801711255905563
Histogramme bleu 12	0.4929664532481173	2.368203888921041	0.6975360594789589	9.150374373955286
Histogramme bleu 13	3.9416845654594033	57.9067643815284	3.1853200625044686	47.51101312767478
Histogramme bleu 14	1.925228983357753	7.574707141050334	18.527107117913246	8.44510989167478
Histogramme bleu 15	35.77276187847524	420.2475880347973	5.222197461360198	500.52017230359303
Histogramme teinte 0	3.2553483917030626	36.235138661185864	4.981016566298895	36.49015652843981
Histogramme teinte 1	13.633654101742371	89.98047939278716	46.892501988530995	109.9027767541147
Histogramme teinte 2	0.11847687070443147	1.771647873414691	0.560098398699474	0.4499783680808431
Histogramme teinte 3	0.024599133685860117	1.0701165022702357	0.08764008578266608	0.38873529124847916
Histogramme teinte 4	0.001303754715705148	0.12553069196352915	0.10475235614892588	0.17427628813451618
Histogramme teinte 5	1.7687907263792246	48.25019393199569	4.073620222979977	28.66727796487228
